DTYYYYMMDD,Ticker,Open,High,Low,Close,Volume,Outlier
2018-12-18,VN30F1M,893.0,894.6,883.5,894.6,122686.0,False
2018-12-19,VN30F1M,896.0,896.1,878.4,884.5,122924.0,False
2018-12-20,VN30F1M,877.3,885.4,876.1,878.5,80638.0,False
2018-12-21,VN30F1M,876.6,879.6,871.1,879.5,143153.0,False
2018-12-24,VN30F1M,879.8,881.9,874.2,877.0,108772.0,False
2018-12-25,VN30F1M,860.1,868.6,855.0,867.7,150895.0,False
2018-12-26,VN30F1M,869.9,872.0,863.0,863.0,152700.0,False
2018-12-27,VN30F1M,879.0,879.0,867.5,867.5,139593.0,False
2018-12-28,VN30F1M,870.0,870.6,855.0,855.0,120906.0,False
2018-12-31,VN30F1M,865.3333333333334,866.1666666666666,849.9333333333333,850.9,111625.66666666669,False
2019-01-01,VN30F1M,860.6666666666666,861.7333333333333,844.8666666666667,846.8000000000001,102345.33333333331,False
2019-01-02,VN30F1M,856.0,857.3,839.8,842.7,93065.0,False
2019-01-03,VN30F1M,845.3,845.9,820.0,824.0,186737.0,False
2019-01-04,VN30F1M,822.0,838.5,814.1,834.0,190101.0,False
2019-01-07,VN30F1M,840.5,846.2,832.2,842.0,167223.0,False
2019-01-08,VN30F1M,841.1,843.4,835.0,840.8,164901.0,False
2019-01-09,VN30F1M,845.2,851.8,844.9,847.5,153409.0,False
2019-01-10,VN30F1M,845.0,848.5,840.5,840.5,127039.0,False
2019-01-11,VN30F1M,845.0,849.5,841.8,845.6,113695.0,False
2019-01-14,VN30F1M,844.6,847.8,842.8,846.5,88977.0,False
2019-01-15,VN30F1M,850.0,860.0,849.2,860.0,102201.0,False
2019-01-16,VN30F1M,861.4,863.3,858.5,860.7,91175.0,False
2019-01-17,VN30F1M,860.5,861.4,850.0,850.0,25125.0,False
2019-01-18,VN30F1M,844.5,847.1,841.0,841.0,117714.0,False
2019-01-21,VN30F1M,844.2,862.4,844.1,862.0,124449.0,False
2019-01-22,VN30F1M,863.4,863.4,852.7,854.0,129617.0,False
2019-01-23,VN30F1M,853.1,863.5,851.7,860.8,147020.0,False
2019-01-24,VN30F1M,860.5,866.8,859.0,861.7,166608.0,False
2019-01-25,VN30F1M,865.0,869.0,863.5,867.9,129033.0,False
2019-01-28,VN30F1M,870.3,872.5,863.7,865.0,113209.0,False
2019-01-29,VN30F1M,862.1,870.0,860.6,870.0,109982.0,False
2019-01-30,VN30F1M,871.5,872.8,867.0,868.2,122547.0,False
2019-01-31,VN30F1M,873.1,874.8,866.0,866.9,103481.0,False
2019-02-01,VN30F1M,866.4,868.8,862.5,868.5,91446.0,False
2019-02-04,VN30F1M,866.6666666666666,870.3333333333333,863.4166666666666,870.0833333333334,86839.0,False
2019-02-05,VN30F1M,866.9333333333333,871.8666666666667,864.3333333333334,871.6666666666666,82232.0,False
2019-02-06,VN30F1M,867.2,873.4,865.25,873.25,77625.0,False
2019-02-07,VN30F1M,867.4666666666667,874.9333333333333,866.1666666666666,874.8333333333334,73018.0,False
2019-02-08,VN30F1M,867.7333333333333,876.4666666666667,867.0833333333334,876.4166666666666,68411.0,False
2019-02-11,VN30F1M,868.0,878.0,868.0,878.0,63804.0,False
2019-02-12,VN30F1M,878.1,890.0,877.8,885.0,119240.0,False
2019-02-13,VN30F1M,888.0,896.0,885.6,894.5,137697.0,False
2019-02-14,VN30F1M,893.9,896.8,890.6,892.1,122562.0,False
2019-02-15,VN30F1M,890.5,892.6,887.0,889.6,87710.0,False
2019-02-18,VN30F1M,897.9,899.6,895.6,899.5,67201.0,False
2019-02-19,VN30F1M,900.0,908.8,900.0,900.1,84749.0,False
2019-02-20,VN30F1M,901.5,908.9,899.5,908.9,87347.0,False
2019-02-21,VN30F1M,908.1,925.0,908.0,925.0,37825.0,False
2019-02-22,VN30F1M,913.0,924.5,911.5,919.4,124838.0,False
2019-02-25,VN30F1M,926.0,938.2,925.5,937.0,114068.0,False
2019-02-26,VN30F1M,934.0,935.1,918.8,922.9,140349.0,False
2019-02-27,VN30F1M,927.8,932.5,920.5,923.0,132041.0,False
2019-02-28,VN30F1M,923.0,923.7,900.0,900.0,150089.0,False
2019-03-01,VN30F1M,906.1,912.6,901.6,910.0,153034.0,False
2019-03-04,VN30F1M,915.0,927.3,915.0,926.9,119586.0,False
2019-03-05,VN30F1M,922.0,930.5,917.5,917.5,163684.0,False
2019-03-06,VN30F1M,914.0,918.9,905.5,918.0,163768.0,False
2019-03-07,VN30F1M,919.9,925.6,908.0,908.0,180793.0,False
2019-03-08,VN30F1M,904.0,906.6,895.1,899.0,158087.0,False
2019-03-11,VN30F1M,904.0,912.4,902.0,911.8,137706.0,False
2019-03-12,VN30F1M,919.0,930.0,915.5,930.0,129418.0,False
2019-03-13,VN30F1M,927.8,933.6,926.6,927.0,131532.0,False
2019-03-14,VN30F1M,930.0,930.4,924.5,926.0,128306.0,False
2019-03-15,VN30F1M,927.6,928.0,922.1,927.0,93781.0,False
2019-03-18,VN30F1M,932.0,937.5,931.2,935.1,71031.0,False
2019-03-19,VN30F1M,934.0,935.1,924.8,926.1,96669.0,False
2019-03-20,VN30F1M,922.0,925.2,916.3,925.2,81860.0,False
2019-03-21,VN30F1M,925.2,926.8,908.0,908.0,43787.0,False
2019-03-22,VN30F1M,895.6,900.8,891.0,897.4,134932.0,False
2019-03-25,VN30F1M,882.0,885.0,873.8,883.0,115852.0,False
2019-03-26,VN30F1M,887.1,888.6,878.0,880.0,124485.0,False
2019-03-27,VN30F1M,883.9,887.5,881.8,884.0,97998.0,False
2019-03-28,VN30F1M,881.3,885.9,880.4,883.2,90089.0,False
2019-03-29,VN30F1M,887.9,891.1,884.0,884.0,103474.0,False
2019-04-01,VN30F1M,890.8,890.8,887.0,890.0,64539.0,False
2019-04-02,VN30F1M,895.1,896.0,885.1,885.1,84449.0,False
2019-04-03,VN30F1M,886.9,888.0,882.5,888.0,89475.0,False
2019-04-04,VN30F1M,887.0,889.6,884.4,888.0,96497.0,False
2019-04-05,VN30F1M,888.9,889.0,886.6,888.0,60717.0,False
2019-04-08,VN30F1M,888.5,894.8,888.2,894.8,71697.0,False
2019-04-09,VN30F1M,895.5,896.2,885.8,887.0,102480.0,False
2019-04-10,VN30F1M,882.9,886.2,881.1,885.2,100449.0,False
2019-04-11,VN30F1M,885.0,885.5,881.1,883.1,84577.0,False
2019-04-12,VN30F1M,883.2,885.5,881.9,885.0,60016.0,False
2019-04-15,VN30F1M,882.5,885.45,880.45,885.2,65028.5,False
2019-04-16,VN30F1M,881.8,885.4,879.0,885.4,70041.0,False
2019-04-17,VN30F1M,885.0,886.5,882.1,883.0,61812.0,False
2019-04-18,VN30F1M,882.0,883.2,877.0,877.0,38596.0,False
2019-04-19,VN30F1M,867.6,868.4,865.5,866.2,55777.0,False
2019-04-22,VN30F1M,865.1,865.6,859.9,861.9,70407.0,False
2019-04-23,VN30F1M,861.1,867.9,861.1,865.5,84389.0,False
2019-04-24,VN30F1M,868.5,873.4,867.9,872.8,80829.0,False
2019-04-25,VN30F1M,872.1,872.9,867.0,868.6,76615.0,False
2019-04-26,VN30F1M,868.1,877.0,867.9,877.0,101989.0,False
2019-04-29,VN30F1M,870.925,877.625,869.6,877.15,92340.25,False
2019-04-30,VN30F1M,873.75,878.25,871.3,877.3,82691.5,False
2019-05-01,VN30F1M,876.575,878.875,873.0,877.45,73042.75,False
2019-05-02,VN30F1M,879.4,879.5,874.7,877.6,63394.0,False
2019-05-03,VN30F1M,875.2,880.0,875.1,880.0,78071.0,False
2019-05-06,VN30F1M,870.9,871.0,864.2,866.6,85333.0,False
2019-05-07,VN30F1M,871.0,874.4,867.7,873.7,108009.0,False
2019-05-08,VN30F1M,867.0,874.6,867.0,873.3,91122.0,False
2019-05-09,VN30F1M,873.0,875.3,871.0,871.0,79617.0,False
2019-05-10,VN30F1M,877.0,877.3,871.8,876.7,78281.0,False
2019-05-13,VN30F1M,876.4,878.9,876.1,877.3,41338.0,False
2019-05-14,VN30F1M,875.9,883.0,874.5,883.0,43050.0,False
2019-05-15,VN30F1M,883.9,893.0,883.6,892.1,38094.0,False
2019-05-16,VN30F1M,893.5,896.0,890.0,890.0,33074.0,False
2019-05-17,VN30F1M,893.7,895.0,891.2,892.6,66549.0,False
2019-05-20,VN30F1M,893.8,909.5,893.5,908.9,98830.0,False
2019-05-21,VN30F1M,912.0,914.2,906.6,910.6,102021.0,False
2019-05-22,VN30F1M,911.7,912.8,906.3,908.2,90296.0,False
2019-05-23,VN30F1M,905.8,908.6,903.7,907.9,82873.0,False
2019-05-24,VN30F1M,908.0,912.0,899.8,901.0,97833.0,False
2019-05-27,VN30F1M,898.2,903.8,898.0,902.4,80407.0,False
2019-05-28,VN30F1M,903.0,905.7,896.6,903.0,93218.0,False
2019-05-29,VN30F1M,901.6,904.0,898.0,898.0,92325.0,False
2019-05-30,VN30F1M,898.0,900.2,896.8,898.9,72448.0,False
2019-05-31,VN30F1M,897.5,898.0,878.0,878.0,97234.0,False
2019-06-03,VN30F1M,875.0,875.3,855.2,859.0,101224.0,False
2019-06-04,VN30F1M,861.9,866.3,856.1,865.0,121426.0,False
2019-06-05,VN30F1M,872.1,872.7,864.5,866.4,99414.0,False
2019-06-06,VN30F1M,866.8,866.8,853.6,866.5,136732.0,False
2019-06-07,VN30F1M,868.2,874.8,867.0,874.8,86821.0,False
2019-06-10,VN30F1M,878.1,883.3,875.0,878.5,96942.0,False
2019-06-11,VN30F1M,877.1,880.9,875.7,877.0,87100.0,False
2019-06-12,VN30F1M,875.0,876.2,868.7,868.7,95576.0,False
2019-06-13,VN30F1M,865.6,865.8,858.0,865.0,125696.0,False
2019-06-14,VN30F1M,865.7,865.9,858.9,858.9,92807.0,False
2019-06-17,VN30F1M,860.6,860.9,852.5,854.0,87715.0,False
2019-06-18,VN30F1M,851.5,852.9,848.1,851.6,74663.0,False
2019-06-19,VN30F1M,857.5,857.9,854.2,856.8,39628.0,False
2019-06-20,VN30F1M,856.9,867.8,856.2,865.0,38661.0,False
2019-06-21,VN30F1M,883.8,885.0,879.0,885.0,77707.0,False
2019-06-24,VN30F1M,884.5,889.4,881.6,881.6,86004.0,False
2019-06-25,VN30F1M,879.7,881.6,875.1,875.1,97557.0,False
2019-06-26,VN30F1M,873.6,875.7,871.9,872.6,82131.0,False
2019-06-27,VN30F1M,873.0,873.5,856.9,856.9,98489.0,False
2019-06-28,VN30F1M,854.5,867.9,846.2,867.9,134483.0,False
2019-07-01,VN30F1M,877.0,889.2,876.2,888.4,83943.0,False
2019-07-02,VN30F1M,886.5,886.7,873.2,874.0,162600.0,False
2019-07-03,VN30F1M,871.5,875.0,866.2,874.0,136789.0,False
2019-07-04,VN30F1M,878.9,888.0,878.4,886.0,112697.0,False
2019-07-05,VN30F1M,887.0,887.0,882.2,882.5,99465.0,False
2019-07-08,VN30F1M,877.5,879.0,866.8,873.5,102246.0,False
2019-07-09,VN30F1M,871.3,875.5,866.8,874.5,118718.0,False
2019-07-10,VN30F1M,879.5,883.2,876.4,877.6,95626.0,False
2019-07-11,VN30F1M,884.0,885.8,879.2,880.0,121912.0,False
2019-07-12,VN30F1M,883.8,884.2,873.0,873.6,109775.0,False
2019-07-15,VN30F1M,870.2,879.0,870.2,879.0,102320.0,False
2019-07-16,VN30F1M,877.2,882.5,876.8,880.8,87075.0,False
2019-07-17,VN30F1M,881.3,883.0,876.9,878.0,67671.0,False
2019-07-18,VN30F1M,876.0,877.0,870.8,870.8,26981.0,False
2019-07-19,VN30F1M,880.5,882.5,878.4,880.5,74222.0,False
2019-07-22,VN30F1M,878.0,880.9,874.7,874.8,68774.0,False
2019-07-23,VN30F1M,877.0,887.5,875.1,886.0,106424.0,False
2019-07-24,VN30F1M,887.5,889.5,883.2,885.0,103712.0,False
2019-07-25,VN30F1M,884.3,889.3,883.9,885.0,89546.0,False
2019-07-26,VN30F1M,885.0,886.2,882.7,886.2,65647.0,False
2019-07-29,VN30F1M,886.0,888.3,882.3,885.9,81725.0,False
2019-07-30,VN30F1M,887.7,888.5,874.5,874.5,92544.0,False
2019-07-31,VN30F1M,873.3,885.0,873.2,885.0,92561.0,False
2019-08-01,VN30F1M,881.3,883.9,876.5,882.5,125727.0,False
2019-08-02,VN30F1M,876.8,881.8,875.4,880.5,91989.0,False
2019-08-05,VN30F1M,877.1,878.9,873.3,874.0,80808.0,False
2019-08-06,VN30F1M,863.0,868.9,860.6,868.0,114874.0,False
2019-08-07,VN30F1M,868.0,869.1,863.4,865.0,88394.0,False
2019-08-08,VN30F1M,868.1,871.3,865.2,869.2,89059.0,False
2019-08-09,VN30F1M,871.5,872.5,869.6,869.7,69862.0,False
2019-08-12,VN30F1M,870.2,875.4,869.5,874.7,47781.0,False
2019-08-13,VN30F1M,872.4,873.4,869.0,872.1,46468.0,False
2019-08-14,VN30F1M,876.5,879.7,876.4,877.6,38827.0,False
2019-08-15,VN30F1M,868.8,890.4,867.7,890.4,29669.0,False
2019-08-16,VN30F1M,877.1,889.3,876.0,879.1,100304.0,False
2019-08-19,VN30F1M,881.9,884.8,880.0,883.5,83239.0,False
2019-08-20,VN30F1M,882.7,884.4,881.0,882.3,66158.0,False
2019-08-21,VN30F1M,882.9,887.9,882.7,887.3,82587.0,False
2019-08-22,VN30F1M,888.5,890.0,884.6,886.6,64602.0,False
2019-08-23,VN30F1M,887.7,889.7,886.1,887.8,52534.0,False
2019-08-26,VN30F1M,881.5,885.8,880.8,885.5,76157.0,False
2019-08-27,VN30F1M,886.8,887.7,881.0,881.0,60271.0,False
2019-08-28,VN30F1M,882.0,882.9,878.3,880.9,73645.0,False
2019-08-29,VN30F1M,880.9,884.6,880.0,884.6,57345.0,False
2019-08-30,VN30F1M,887.0,887.4,884.1,886.0,51742.0,False
2019-09-02,VN30F1M,886.25,887.0,883.5,884.55,43967.5,False
2019-09-03,VN30F1M,885.5,886.6,882.9,883.1,36193.0,False
2019-09-04,VN30F1M,884.4,887.3,882.8,887.0,54121.0,False
2019-09-05,VN30F1M,888.7,888.8,885.6,886.0,47696.0,False
2019-09-06,VN30F1M,886.4,887.7,885.4,886.9,42575.0,False
2019-09-09,VN30F1M,887.0,887.5,885.8,886.0,22299.0,False
2019-09-10,VN30F1M,886.0,886.4,882.5,882.6,44570.0,False
2019-09-11,VN30F1M,883.0,884.7,882.6,884.7,38377.0,False
2019-09-12,VN30F1M,886.0,887.9,885.7,887.1,35880.0,False
2019-09-13,VN30F1M,887.3,902.4,887.3,901.6,62852.0,False
2019-09-16,VN30F1M,902.4,904.2,900.4,902.2,41296.0,False
2019-09-17,VN30F1M,901.2,908.8,901.2,908.0,48471.0,False
2019-09-18,VN30F1M,908.1,911.9,905.6,910.5,51253.0,False
2019-09-19,VN30F1M,911.8,917.1,908.6,917.1,42939.0,False
2019-09-20,VN30F1M,914.4,915.3,911.5,914.0,51552.0,False
2019-09-23,VN30F1M,913.7,916.5,907.0,907.0,57886.0,False
2019-09-24,VN30F1M,907.3,911.4,906.8,909.9,70421.0,False
2019-09-25,VN30F1M,908.5,913.3,905.9,911.1,70160.0,False
2019-09-26,VN30F1M,912.5,916.7,911.3,916.1,72656.0,False
2019-09-27,VN30F1M,915.5,924.5,915.2,923.0,87144.0,False
2019-09-30,VN30F1M,926.0,936.0,922.1,922.1,94594.0,False
2019-10-01,VN30F1M,923.6,930.0,921.7,930.0,95532.0,False
2019-10-02,VN30F1M,929.0,931.5,918.2,920.8,100075.0,False
2019-10-03,VN30F1M,916.8,926.0,914.2,926.0,86857.0,False
2019-10-04,VN30F1M,925.8,926.8,917.2,918.6,94539.0,False
2019-10-07,VN30F1M,919.0,920.1,911.4,912.2,68447.0,False
2019-10-08,VN30F1M,912.7,918.9,911.2,916.6,84929.0,False
2019-10-09,VN30F1M,916.0,918.8,911.3,914.8,73897.0,False
2019-10-10,VN30F1M,915.0,918.3,913.0,913.0,76849.0,False
2019-10-11,VN30F1M,915.6,917.4,913.7,915.5,69772.0,False
2019-10-14,VN30F1M,919.9,925.4,918.5,922.7,57511.0,False
2019-10-15,VN30F1M,922.7,924.5,921.1,924.2,52361.0,False
2019-10-16,VN30F1M,926.4,927.6,923.5,923.6,52186.0,False
2019-10-17,VN30F1M,924.0,926.2,918.8,918.8,47138.0,False
2019-10-18,VN30F1M,923.3,924.2,919.0,921.4,49030.0,False
2019-10-21,VN30F1M,920.5,920.7,917.5,918.1,47353.0,False
2019-10-22,VN30F1M,919.9,920.8,918.0,919.2,45364.0,False
2019-10-23,VN30F1M,919.2,919.5,917.3,919.5,42755.0,False
2019-10-24,VN30F1M,920.4,925.8,920.0,925.8,46732.0,False
2019-10-25,VN30F1M,925.7,927.0,924.1,925.9,48835.0,False
2019-10-28,VN30F1M,927.6,929.5,925.2,926.5,47232.0,False
2019-10-29,VN30F1M,927.0,927.8,925.6,926.0,32620.0,False
2019-10-30,VN30F1M,925.5,931.8,925.0,928.4,65856.0,False
2019-10-31,VN30F1M,929.7,931.2,924.6,926.5,60370.0,False
2019-11-01,VN30F1M,926.9,935.0,926.1,933.5,65676.0,False
2019-11-04,VN30F1M,937.0,938.8,935.3,937.0,55674.0,False
2019-11-05,VN30F1M,937.0,939.7,936.2,938.0,48988.0,False
2019-11-06,VN30F1M,937.2,940.3,937.1,937.9,43372.0,False
2019-11-07,VN30F1M,937.9,941.8,936.9,941.8,36326.0,False
2019-11-08,VN30F1M,942.0,943.1,940.1,942.5,41631.0,False
2019-11-11,VN30F1M,941.3,941.8,938.6,939.2,31339.0,False
2019-11-12,VN30F1M,940.1,944.4,939.4,942.9,53717.0,False
2019-11-13,VN30F1M,941.5,942.6,935.5,937.2,63492.0,False
2019-11-14,VN30F1M,937.9,938.4,933.1,934.7,50119.0,False
2019-11-15,VN30F1M,935.3,937.1,931.7,933.8,65798.0,False
2019-11-18,VN30F1M,934.5,935.1,927.8,929.0,53604.0,False
2019-11-19,VN30F1M,929.6,930.4,927.1,929.7,52256.0,False
2019-11-20,VN30F1M,929.2,929.6,921.0,921.0,55407.0,False
2019-11-21,VN30F1M,918.0,918.8,899.0,899.0,60441.0,False
2019-11-22,VN30F1M,909.0,910.5,893.1,901.5,88463.0,False
2019-11-25,VN30F1M,902.5,903.4,894.5,902.9,94785.0,False
2019-11-26,VN30F1M,904.8,907.3,903.5,905.5,57442.0,False
2019-11-27,VN30F1M,905.7,906.7,897.8,899.5,74963.0,False
2019-11-28,VN30F1M,897.0,897.2,887.7,892.3,81160.0,False
2019-11-29,VN30F1M,891.0,894.7,889.8,891.1,68240.0,False
2019-12-02,VN30F1M,892.3,893.0,878.0,878.0,83446.0,False
2019-12-03,VN30F1M,875.3,884.4,871.1,875.1,131387.0,False
2019-12-04,VN30F1M,871.5,887.8,871.5,887.8,119092.0,False
2019-12-05,VN30F1M,887.6,889.5,883.6,885.0,70075.0,False
2019-12-06,VN30F1M,885.6,888.6,884.2,884.7,67658.0,False
2019-12-09,VN30F1M,885.3,887.5,875.5,879.2,65351.0,False
2019-12-10,VN30F1M,878.7,879.7,872.0,877.0,92670.0,False
2019-12-11,VN30F1M,877.0,884.0,870.6,884.0,93878.0,False
2019-12-12,VN30F1M,884.1,887.3,882.4,885.0,63920.0,False
2019-12-13,VN30F1M,888.3,888.9,881.0,881.5,68484.0,False
2019-12-16,VN30F1M,880.8,882.5,875.6,877.4,64690.0,False
2019-12-17,VN30F1M,878.0,878.0,868.0,868.0,73442.0,False
2019-12-18,VN30F1M,867.0,868.0,860.7,861.5,76760.0,False
2019-12-19,VN30F1M,861.8,867.7,859.0,861.2,75009.0,False
2019-12-20,VN30F1M,866.0,870.5,864.5,869.4,69556.0,False
2019-12-23,VN30F1M,870.7,875.9,868.1,868.1,76689.0,False
2019-12-24,VN30F1M,867.8,871.6,862.8,871.5,99011.0,False
2019-12-25,VN30F1M,873.0,876.0,871.5,873.8,67487.0,False
2019-12-26,VN30F1M,874.0,877.5,871.1,871.1,72415.0,False
2019-12-27,VN30F1M,870.2,879.3,868.6,879.3,72451.0,False
2019-12-30,VN30F1M,880.5,881.8,876.7,878.3,56581.0,False
2019-12-31,VN30F1M,878.2,879.8,874.8,876.3,62291.0,False
2020-01-01,VN30F1M,877.85,883.05,875.65,881.3,66385.5,False
2020-01-02,VN30F1M,877.5,886.3,876.5,886.3,70480.0,False
2020-01-03,VN30F1M,887.1,887.9,879.5,879.5,70389.0,False
2020-01-06,VN30F1M,877.5,883.5,871.6,872.0,83770.0,False
2020-01-07,VN30F1M,873.9,877.8,871.6,875.0,83997.0,False
2020-01-08,VN30F1M,868.0,871.0,863.4,863.7,90489.0,False
2020-01-09,VN30F1M,869.1,876.2,868.7,874.8,75461.0,False
2020-01-10,VN30F1M,876.1,884.4,875.4,878.7,82465.0,False
2020-01-13,VN30F1M,881.0,883.1,877.6,879.5,69842.0,False
2020-01-14,VN30F1M,880.5,885.8,880.1,882.3,74369.0,False
2020-01-15,VN30F1M,882.0,884.3,880.1,883.8,59791.0,False
2020-01-16,VN30F1M,886.5,892.3,885.5,892.1,54457.0,False
2020-01-17,VN30F1M,895.0,895.5,889.5,893.5,70607.0,False
2020-01-20,VN30F1M,893.0,897.2,891.6,896.9,60257.0,False
2020-01-21,VN30F1M,896.0,904.6,896.0,902.2,63328.0,False
2020-01-22,VN30F1M,902.7,909.1,901.8,909.0,64281.0,False
2020-01-23,VN30F1M,902.85,908.25,897.0,903.0,71172.83333333333,False
2020-01-24,VN30F1M,903.0,907.4,892.1999999999999,897.0,78064.66666666667,False
2020-01-27,VN30F1M,903.15,906.55,887.4,891.0,84956.5,False
2020-01-28,VN30F1M,903.3,905.7,882.6,885.0,91848.33333333331,False
2020-01-29,VN30F1M,903.45,904.85,877.8,879.0,98740.16666666666,False
2020-01-30,VN30F1M,903.6,904.0,873.0,873.0,105632.0,False
2020-01-31,VN30F1M,879.0,879.4,845.0,852.0,139324.0,False
2020-02-03,VN30F1M,847.1,850.0,811.0,841.0,183620.0,False
2020-02-04,VN30F1M,844.8,851.0,831.2,842.2,194912.0,False
2020-02-05,VN30F1M,848.5,849.5,835.7,841.8,139923.0,False
2020-02-06,VN30F1M,846.0,861.4,844.0,860.5,140367.0,False
2020-02-07,VN30F1M,856.4,859.4,850.6,857.0,125635.0,False
2020-02-10,VN30F1M,851.0,851.5,845.6,846.1,107072.0,False
2020-02-11,VN30F1M,849.0,856.5,847.1,850.3,103659.0,False
2020-02-12,VN30F1M,849.1,864.7,849.1,856.6,128526.0,False
2020-02-13,VN30F1M,855.5,856.9,849.6,855.1,131133.0,False
2020-02-14,VN30F1M,859.5,864.0,858.3,861.8,126261.0,False
2020-02-17,VN30F1M,863.2,865.4,859.5,863.8,86306.0,False
2020-02-18,VN30F1M,862.7,864.0,856.0,856.0,74707.0,False
2020-02-19,VN30F1M,857.9,865.8,856.5,865.8,82723.0,False
2020-02-20,VN30F1M,867.5,873.5,865.8,871.7,64539.0,False
2020-02-21,VN30F1M,868.0,872.0,861.4,862.8,112375.0,False
2020-02-24,VN30F1M,850.0,850.7,829.0,829.0,128478.0,False
2020-02-25,VN30F1M,825.0,842.2,820.0,841.0,162837.0,False
2020-02-26,VN30F1M,825.0,841.5,824.0,836.6,179965.0,False
2020-02-27,VN30F1M,834.5,847.2,832.4,847.2,156792.0,False
2020-02-28,VN30F1M,833.0,837.9,816.6,830.1,203810.0,False
2020-03-02,VN30F1M,834.8,844.9,831.5,839.6,118761.0,False
2020-03-03,VN30F1M,846.5,849.4,838.0,838.0,136611.0,False
2020-03-04,VN30F1M,836.2,842.4,834.6,841.1,123322.0,False
2020-03-05,VN30F1M,845.1,848.4,836.0,836.0,105182.0,False
2020-03-06,VN30F1M,828.9,834.0,822.3,832.3,141416.0,False
2020-03-09,VN30F1M,796.2,798.0,774.1,774.1,131999.0,False
2020-03-10,VN30F1M,768.0,791.9,760.2,781.5,207615.0,False
2020-03-11,VN30F1M,778.9,784.0,726.8,745.0,212493.0,False
2020-03-12,VN30F1M,718.0,721.9,694.0,694.0,194113.0,False
2020-03-13,VN30F1M,668.0,729.0,661.0,712.3,228204.0,False
2020-03-16,VN30F1M,699.0,705.0,668.0,674.9,186102.0,False
2020-03-17,VN30F1M,682.0,705.0,675.2,700.6,216320.0,False
2020-03-18,VN30F1M,699.9,704.5,681.7,688.0,174759.0,False
2020-03-19,VN30F1M,686.0,688.0,671.8,678.0,139677.0,False
2020-03-20,VN30F1M,672.8,677.8,668.0,672.1,145359.0,False
2020-03-23,VN30F1M,642.0,644.9,625.1,625.1,97093.0,False
2020-03-24,VN30F1M,634.5,636.9,620.0,626.0,210798.0,False
2020-03-25,VN30F1M,639.9,649.5,636.2,648.3,167871.0,False
2020-03-26,VN30F1M,642.1,643.9,625.5,626.1,176064.0,False
2020-03-27,VN30F1M,632.3,635.0,605.0,615.0,204113.0,False
2020-03-30,VN30F1M,604.9,604.9,578.7,583.0,202159.0,False
2020-03-31,VN30F1M,592.0,602.7,560.0,578.7,226261.0,False
2020-04-01,VN30F1M,583.0,601.2,577.5,590.0,218566.0,False
2020-04-02,VN30F1M,593.5,608.5,590.35,601.95,200088.5,False
2020-04-03,VN30F1M,604.0,615.8,603.2,613.9,181611.0,False
2020-04-06,VN30F1M,639.9,656.8,636.3,656.8,123780.0,False
2020-04-07,VN30F1M,675.8,682.0,658.3,677.0,228037.0,False
2020-04-08,VN30F1M,661.0,675.0,656.8,675.0,193063.0,False
2020-04-09,VN30F1M,681.0,689.5,678.0,680.2,194931.0,False
2020-04-10,VN30F1M,680.2,686.0,672.1,682.0,210246.0,False
2020-04-13,VN30F1M,676.1,696.5,676.1,689.7,202584.0,False
2020-04-14,VN30F1M,697.1,705.8,688.0,705.2,186742.0,False
2020-04-15,VN30F1M,705.9,719.5,705.8,717.5,151019.0,False
2020-04-16,VN30F1M,716.9,728.4,714.0,725.2,102626.0,False
2020-04-17,VN30F1M,723.0,724.5,710.5,716.5,178181.0,False
2020-04-20,VN30F1M,713.5,718.5,710.0,710.0,159470.0,False
2020-04-21,VN30F1M,703.5,703.9,668.0,670.1,230517.0,False
2020-04-22,VN30F1M,662.6,689.7,659.1,686.9,258419.0,False
2020-04-23,VN30F1M,691.0,696.0,678.9,678.9,260194.0,False
2020-04-24,VN30F1M,680.0,698.5,675.0,697.1,235828.0,False
2020-04-27,VN30F1M,706.9,710.0,688.0,692.5,209723.0,False
2020-04-28,VN30F1M,689.0,701.5,684.2,694.0,240653.0,False
2020-04-29,VN30F1M,696.0,707.1,692.6,702.5,223231.0,False
2020-04-30,VN30F1M,690.7,703.3000000000001,687.7666666666667,696.3333333333334,216156.66666666663,False
2020-05-01,VN30F1M,685.4,699.5,682.9333333333334,690.1666666666666,209082.3333333333,False
2020-05-04,VN30F1M,680.1,695.7,678.1,684.0,202008.0,False
2020-05-05,VN30F1M,689.0,698.0,688.2,695.3,190570.0,False
2020-05-06,VN30F1M,696.0,718.0,695.3,718.0,179060.0,False
2020-05-07,VN30F1M,718.0,746.9,717.5,742.0,212402.0,False
2020-05-08,VN30F1M,748.0,792.5,723.1,744.0,276292.0,False
2020-05-11,VN30F1M,758.3,775.0,748.1,762.2,241815.0,False
2020-05-12,VN30F1M,759.1,766.0,749.8,759.1,261592.0,False
2020-05-13,VN30F1M,755.0,781.0,748.1,770.3,274565.0,False
2020-05-14,VN30F1M,762.1,774.0,759.8,768.0,220617.0,False
2020-05-15,VN30F1M,773.0,777.0,763.0,766.7,185787.0,False
2020-05-18,VN30F1M,769.8,788.0,767.1,788.0,157405.0,False
2020-05-19,VN30F1M,805.3,813.7,792.5,799.5,158811.0,False
2020-05-20,VN30F1M,799.0,807.5,794.0,807.5,153550.0,False
2020-05-21,VN30F1M,807.5,864.0,805.1,864.0,90311.0,False
