DTYYYYMMDD,Ticker,Open,High,Low,Close,Volume,Outlier,daily_returns,monthly_returns,yearly_returns,Net_advances,A/D,Schultz,EMA19_net_adv,EMA39_net_adv,McClellan_Oscillator,TRIN,StockAboveMA50,MA5,EMA5,MA10,EMA10,MA20,EMA20,MA50,EMA50,MA100,EMA100,MA200,EMA200
2000-07-28,VNINDEX,100.0,100.0,100.0,100.0,4200.0,False,0.0155,0.1238999999999999,1.5095,0,0.0,0.0,0.0,0.0,0.0,0.3594470046082949,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2000-07-31,VNINDEX,101.55,101.55,101.55,101.55,10300.0,False,0.0155,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.1,0.05,0.05,0.3594470046082949,1,100.775,100.51666666666668,100.775,100.28181818181818,100.775,100.14761904761906,100.775,100.06078431372548,100.775,100.03069306930692,100.775,100.01542288557216
2000-08-01,VNINDEX,102.465,102.465,102.465,102.45682916117697,5300.0,False,0.0090103397341212,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.19,0.0975,0.0925,0.3594470046082949,1,101.33833333333332,101.16611111111112,101.33833333333332,100.67876033057853,101.33833333333332,100.36832199546488,101.33833333333332,100.1550672818147,101.33833333333332,100.07889716694444,101.33833333333332,100.03979678720826
2000-08-02,VNINDEX,103.38,103.38,103.38,103.41603077417754,300.0,False,0.0089298784950957,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.271,0.142625,0.128375,0.3594470046082949,1,101.84875,101.90407407407407,101.84875,101.16989481592786,101.84875,100.65514847208726,101.84875,100.28153523154744,101.84875,100.14426553987622,101.84875,100.07303264007189
2000-08-03,VNINDEX,104.29,104.29,104.29,103.06129082387797,2000.0,False,0.0088024763010254,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.3439,0.18549375,0.15840625,0.3594470046082949,1,102.337,102.6993827160494,102.337,101.73718666757736,102.337,101.00132480807896,102.337,100.43872992834952,102.337,100.22635929156183,102.337,100.11499251430004
2000-08-04,VNINDEX,105.2,105.2,105.2,104.65874083164809,3700.0,False,0.0087256688081311,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.40951,0.2262190625,0.1832909375,0.3594470046082949,1,103.377,103.5329218106996,102.81416666666668,102.36678909165418,102.81416666666668,101.40119863588096,102.81416666666668,100.62544640174758,102.81416666666668,100.3248472263824,102.81416666666668,100.16558960370998
2000-08-07,VNINDEX,106.92,106.92,106.92,104.7917365206073,13100.0,False,0.0163498098859316,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.468559,0.264908109375,0.203650890625,0.3594470046082949,1,104.451,104.66194787379976,103.4007142857143,103.19464562044432,103.4007142857143,101.92679876579705,103.4007142857143,100.87229164089472,103.4007142857143,100.4554443110085,103.4007142857143,100.23279766735466
2000-08-08,VNINDEX,107.78,107.78,107.78,103.16924581715797,14500.0,False,0.0080433969322857,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.5217031000000001,0.3016627039062499,0.2200403960937501,0.3594470046082949,1,105.514,105.70129858253316,103.948125,104.02834641672716,103.948125,102.4842465023878,103.948125,101.14318216478122,103.948125,100.6004850177212,103.948125,100.307894207978
2000-08-09,VNINDEX,108.64,108.64,108.64,103.40925548300451,15900.0,False,0.0079792169233623,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.5695327900000001,0.3365795687109374,0.2329532212890627,0.3594470046082949,1,106.566,106.68086572168878,104.46944444444443,104.86682888641312,104.46944444444443,103.07050874025563,104.46944444444443,101.43717502106432,104.46944444444443,100.75968333420197,104.46944444444443,100.39080073327176
2000-08-10,VNINDEX,109.5,109.5,109.5,104.29424715641136,14750.0,False,0.0079160530191457,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.6125795110000001,0.3697505902753905,0.2428289207246095,0.3594470046082949,1,107.608,107.62057714779252,104.9725,105.709223634338,104.9725,103.68284124118368,104.9725,101.75336423592456,104.9725,100.93275891174252,104.9725,100.48143953194568
2000-08-11,VNINDEX,110.36,110.36,110.36,104.30307069677993,13600.0,False,0.0078538812785386,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.6513215599000001,0.401263060761621,0.2500584991383791,0.3594470046082949,1,108.64,108.53371809852835,106.0085,106.55481933718563,105.46227272727272,104.3187611229757,105.46227272727272,102.09087936392751,105.46227272727272,101.11943695309417,105.46227272727272,100.57973366595616
2000-08-14,VNINDEX,112.08,112.08,112.08,105.89930952228451,11700.0,False,0.0155853570134105,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.68618940391,0.4311999077235399,0.2549894961864601,0.3594470046082949,1,109.672,109.71581206568558,107.0615,107.55939763951552,106.01375,105.05792673031137,106.01375,102.48260958494996,106.01375,101.33647780550812,106.01375,100.69416417674267
2000-08-15,VNINDEX,112.94,112.94,112.94,106.8793966905765,17350.0,False,0.0076730906495361,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.717570463519,0.4596399123373628,0.2579305511816371,0.3594470046082949,1,110.704,110.79054137712372,108.109,108.5376889777854,106.54653846153846,105.8086003750436,106.54653846153846,102.8927033267166,106.54653846153846,101.56625052223076,106.54653846153846,100.8160132894119
2000-08-16,VNINDEX,113.8,113.8,113.8,107.76789296923708,23000.0,False,0.007614662652736,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.7458134171671,0.4866579167204947,0.2591555004466053,0.3594470046082949,1,111.736,111.7936942514158,109.151,109.49447280000624,107.06464285714286,106.56968605361088,107.06464285714286,103.3204404511591,107.06464285714286,101.80850298713706,107.06464285714286,100.9452071870297
2000-08-17,VNINDEX,114.66,114.66,114.66,107.97703607899062,16650.0,False,0.0075571177504394,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.7712320754503901,0.51232502088447,0.2589070545659201,0.3594470046082949,1,112.768,112.74912950094388,110.18800000000002,110.43365956364146,107.571,107.34019214374317,107.571,103.76512906091756,107.571,102.06298807650067,107.571,101.08167278715877
2000-08-18,VNINDEX,115.52,115.52,115.52,108.43712705066983,10300.0,False,0.0075004360718646,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.7941088679053511,0.5367087698402464,0.2574000980651046,0.3594470046082949,1,113.8,113.67275300062926,111.22,111.35844873388844,108.0678125,108.11922146338668,108.0678125,104.22610439186198,108.0678125,102.32946356013431,108.0678125,101.22533773455022
2000-08-21,VNINDEX,117.24,117.24,117.24,107.57982497783335,35500.0,False,0.0148891966759001,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.814697981114816,0.5598733313482341,0.2548246497665818,0.3594470046082949,1,114.832,114.86183533375284,112.252,112.42782169136326,108.60735294117649,108.98786703830224,108.60735294117649,104.73645323923994,108.60735294117649,102.6247217074584,108.60735294117649,101.38468760783827
2000-08-22,VNINDEX,118.1,118.1,118.1,108.57039207965299,73450.0,False,0.0073353804162401,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.8332281830033343,0.5818796647808224,0.2513485182225119,0.3594470046082949,1,115.864,115.94122355583524,113.284,113.45912683838812,109.13472222222222,109.8556892251306,109.13472222222222,105.26051389652464,109.13472222222222,102.93116286176615,109.13472222222222,101.5510091241782
2000-08-23,VNINDEX,118.96,118.96,118.96,107.73124619210725,111400.0,False,0.0072819644369177,0.1238999999999999,1.5095,1,0.0,0.0105263157894736,0.8499053647030009,0.6027856815417814,0.2471196831612195,0.3594470046082949,1,116.896,116.94748237055684,114.316,114.45928559504482,109.65184210526314,110.7227664417848,109.65184210526314,105.79774864568054,109.65184210526314,103.24856557737476,109.65184210526314,101.7242329139874
2000-08-24,VNINDEX,118.9,118.9,118.9,108.63314796272287,103300.0,False,-0.0005043712172158,0.1238999999999999,1.5095,-1,0.0,0.0,0.6649148282327009,0.5226463974646922,0.1422684307680086,0.3594470046082949,1,117.744,117.59832158037122,115.256,115.26668821412758,110.11425,111.50155059018628,110.11425,106.3115624242813,110.11425,103.55849497188218,110.11425,101.8951360690721
2000-08-25,VNINDEX,118.84,118.84,118.84,109.52122364318261,95200.0,False,-0.0005046257359125,0.1238999999999999,1.5095,-1,0.0,0.0,0.4984233454094308,0.4465140775914576,0.0519092678179731,0.3594470046082949,1,118.408,118.01221438691417,116.104,115.91638126610438,111.05625,112.20045053397806,110.5297619047619,106.80287370176048,110.5297619047619,103.86109903184492,110.5297619047619,102.06374168032512
2000-08-28,VNINDEX,117.0,117.0,117.0,109.73584812799695,97900.0,False,-0.0154830023561091,0.1238999999999999,1.5095,-1,0.0,0.0,0.3485810108684877,0.3741883737118847,-0.025607362843397,0.3594470046082949,1,118.36,117.67480959127612,116.596,116.1134028540854,111.82875,112.657550483123,110.82386363636364,107.2027610075738,110.82386363636364,104.12127528864006,110.82386363636364,102.21236116609302
2000-08-29,VNINDEX,116.075,116.075,116.075,110.73661121560357,112200.0,False,-0.0079059829059828,0.1238999999999999,1.5095,-1,0.0,0.0,0.2137229097816389,0.3054789550262905,-0.0917560452446516,0.3594470046082949,1,117.955,117.1415397275174,116.9095,116.10642051697896,112.50925,112.98302186568272,111.05217391304348,107.55069194845323,111.05217391304348,104.357982708667,111.05217391304348,102.35029787090802
2000-08-30,VNINDEX,115.15,115.15,115.15,110.83725590893346,126500.0,False,-0.0079689855696747,0.1238999999999999,1.5095,-1,0.0,0.0,0.092350618803475,0.240205007274976,-0.147854388471501,0.3594470046082949,1,117.193,116.4776931516783,117.0445,115.93252587752824,113.09775,113.1894007356177,111.22291666666666,107.84870402890608,111.22291666666666,104.57168602136666,111.22291666666666,102.477658091098
2000-08-31,VNINDEX,114.26,114.26,114.26,112.64942397132288,111550.0,False,-0.0077290490664351,0.1238999999999999,1.5095,-1,0.0,0.0,-0.0168844430768724,0.1781947569112272,-0.1950791999880997,0.3594470046082949,1,116.265,115.73846210111888,117.00449999999998,115.6284302634322,113.59625,113.29136257032076,111.3444,108.10012740032153,111.3444,104.76353382292376,111.3444,102.59489532402242
2000-09-01,VNINDEX,113.37,113.37,113.37,111.030318319845,96600.0,False,-0.0077892525818309,0.1238999999999999,1.5095,-1,0.0,0.0,-0.1151959987691852,0.1192850190656658,-0.2344810178348511,0.3594470046082949,1,115.171,114.94897473407926,116.7895,115.21780657917178,114.00475,113.29885184933784,111.4223076923077,108.30678907089715,111.4223076923077,104.93395889573712,111.4223076923077,102.7021102959227
2000-09-04,VNINDEX,113.08333333333334,113.08333333333334,113.08333333333334,111.51851408973295,84700.0,False,-0.0025285936902765,0.1238999999999999,1.5095,-1,0.0,0.0,-0.2036763988922667,0.0633207681123825,-0.2669971670046492,0.3594470046082949,1,114.38766666666668,114.32709426716396,116.37383333333332,114.82972053447388,114.31291666666668,113.27832627638502,111.48382716049385,108.4941045321692,111.48382716049385,105.09533264697669,111.48382716049385,102.80540604753872
2000-09-05,VNINDEX,112.79666666666668,112.79666666666668,112.79666666666668,113.34182059386167,72800.0,False,-0.0025350036845983,0.1238999999999999,1.5095,-1,0.0,0.0,-0.2833087590030401,0.0101547297067633,-0.2934634887098035,0.3594470046082949,0,113.732,113.81695173366488,115.84350000000002,114.46007437669076,114.56375,113.23245393260233,111.5307142857143,108.66283245901222,111.5307142857143,105.24783431073293,111.5307142857143,102.90482157608726
2000-09-06,VNINDEX,112.51,112.51,112.51,111.58694891856122,60900.0,False,-0.0025414462602323,0.1238999999999999,1.5095,-1,0.0,0.0,-0.3549778831027361,-0.0403530067785747,-0.3146248763241613,0.3594470046082949,0,113.20400000000002,113.3813011557766,115.1985,114.10551539911062,114.75725,113.163648796164,111.56448275862068,108.81370177434508,111.56448275862068,105.39163957190652,111.56448275862068,103.00039549075306
2000-09-07,VNINDEX,112.45,112.45,112.45,111.52740941713736,55200.0,False,-0.0005332859301395,0.1238999999999999,1.5095,-1,0.0,0.0,-0.4194800947924625,-0.088335356439646,-0.3311447383528165,0.3594470046082949,0,112.842,113.0708674371844,114.5535,113.80451259927231,114.90475,113.09568224414838,111.594,108.95630170476292,111.594,105.53140908533408,111.594,103.09442140626795
2000-09-08,VNINDEX,112.39,112.39,112.39,112.50912679544648,49500.0,False,-0.000533570475767,0.1238999999999999,1.5095,-1,0.0,0.0,-0.4775320853132162,-0.1339185886176637,-0.3436134966955525,0.3594470046082949,0,112.646,112.8439116247896,113.9085,113.54732849031372,115.00625,113.02847441137234,111.61967741935484,109.09095653987026,111.61967741935484,105.6672227668126,111.61967741935484,103.18691472560856
2000-09-11,VNINDEX,114.11,114.11,114.11,113.43646961698214,31300.0,False,0.0153038526559301,0.1236829148202856,1.5095,1,0.0,0.0105263157894736,-0.3297788767818946,-0.0772226591867805,-0.2525562175951141,0.3594470046082949,0,112.85133333333332,113.26594108319308,113.6195,113.64963240116576,115.10775,113.1314768483845,111.6975,109.28778177360084,111.6975,105.83440647440048,111.6975,103.29560214127416
2000-09-12,VNINDEX,115.095,115.095,115.095,114.32738618201047,24850.0,False,0.008632021733415,0.123261601522471,1.5095,1,0.0,0.0105263157894736,-0.1968009891037052,-0.0233615262274415,-0.1734394628762637,0.3594470046082949,1,113.311,113.87562738879538,113.5215,113.9124265100447,115.2155,113.31847905330024,111.80045454545454,109.51551582169492,111.80045454545454,106.01778456401632,111.80045454545454,103.41300908514208
2000-09-13,VNINDEX,116.08,116.08,116.08,116.10921931206717,18400.0,False,0.0085581476171858,0.1228477461791448,1.5095,1,0.0,0.0105263157894736,-0.0771208901933347,0.0278065500839305,-0.1049274402772652,0.3594470046082949,1,114.025,114.61041825919692,113.6145,114.30653078094566,115.32949999999998,113.58148104822403,111.92632352941176,109.77294657378532,111.92632352941176,106.21703635482788,111.92632352941176,103.53904879573768
2000-09-14,VNINDEX,117.06,117.06,117.06,114.4403861609566,32150.0,False,0.0084424534803584,0.1224470227250933,1.5095,1,0.0,0.0105263157894736,0.0305911988259987,0.076416222579734,-0.0458250237537352,0.3594470046082949,1,114.947,115.42694550613128,113.8945,114.80716154804644,115.4495,113.9127685674408,112.073,110.05871337481337,112.073,106.43174850621742,112.073,103.6735856236408
2000-09-15,VNINDEX,118.04,118.04,118.04,115.72004391497799,45900.0,False,0.0083717751580385,0.1220532319391636,1.5095,1,0.0,0.0105263157894736,0.1275320789433989,0.1225954114507473,0.0049366674926515,0.3594470046082949,1,116.077,116.2979636707542,114.36150000000002,115.39495035749252,115.5755,114.30583822768452,112.23875,110.37170500717365,112.23875,106.66161487243092,112.23875,103.8165350204205
2000-09-18,VNINDEX,118.19,118.19,118.19,115.72983410481851,64600.0,False,0.0012707556760418,0.1054059109614664,1.5095,-1,0.0,0.0,0.014778871049059,0.0664656408782099,-0.0516867698291509,0.3594470046082949,1,116.893,116.92864244716948,114.87216666666666,115.9031412015848,115.623,114.67575839647648,112.3995945945946,110.67830481081388,112.3995945945946,106.8898997264422,112.3995945945946,103.95955457245611
2000-09-19,VNINDEX,118.2,118.2,118.2,116.81329769094023,53100.0,False,8.460952703281954e-05,0.09667841900167,1.5095,1,0.0,0.0105263157894736,0.1133009839441531,0.1131423588342994,0.0001586251098536,0.3594470046082949,1,117.514,117.35242829811298,115.4125,116.32075189220572,115.628,115.0114004539549,112.55223684210526,110.9732732496055,112.55223684210526,107.1138621080968,112.55223684210526,104.10125054685956
2000-09-20,VNINDEX,118.21,118.21,118.21,117.86582518859865,41600.0,False,8.460236886631556e-05,0.0880891016200293,1.5095,1,0.0,0.0105263157894736,0.2019708855497378,0.1574852408925845,0.0444856446571532,0.3594470046082949,1,117.93999999999998,117.63828553207532,115.9825,116.66425154816832,115.59050000000002,115.31602898214967,112.69730769230767,111.25706645550332,112.69730769230767,107.33358761090676,112.69730769230767,104.24163611355746
2000-09-21,VNINDEX,118.485,118.485,118.485,117.80637705888013,54250.0,False,0.0023263683275527,0.0820547945205478,1.5095,-1,0.0,0.0,0.081773796994764,0.0996109788479552,-0.0178371818531912,0.3594470046082949,1,118.225,117.92052368805022,116.58599999999998,116.99529672122864,115.56975,115.61783574575448,112.842,111.54051482979732,112.842,107.55440765821554,112.842,104.38336112735291
2000-09-22,VNINDEX,118.76,118.76,118.76,118.0345588366136,66900.0,False,0.0023209688990168,0.0761145342515403,1.5095,-1,0.0,0.0,-0.0264035827047123,0.0446304299055574,-0.0710340126102698,0.3594470046082949,1,118.369,118.2003491253668,117.22299999999998,117.31615186282342,115.56575,115.91708948425403,112.98634146341462,111.82363189529546,112.98634146341462,107.77630057587464,112.98634146341462,104.52641226041408
2000-09-25,VNINDEX,118.98,118.98,118.98,119.13959927318405,56600.0,False,0.0018524755810036,0.0615631691648823,1.5095,0,0.0,0.0,-0.0237632244342411,0.0423989084102796,-0.0661621328445207,0.3594470046082949,1,118.527,118.46023275024454,117.71,117.61866970594642,115.66475,116.20879524765844,113.12904761904764,112.10427378175449,113.12904761904764,107.99815601001572,113.12904761904764,104.6702290538428
2000-09-26,VNINDEX,119.335,119.335,119.335,120.0537682183566,56600.0,False,0.0029836947386114,0.0566229856561004,1.5095,0,0.0,0.0,-0.021386901990817,0.0402789629897656,-0.0616658649805826,0.3594470046082949,1,118.754,118.75182183349636,118.134,117.9307297594107,115.82775,116.50652903359573,113.27337209302326,112.38783167266608,113.27337209302326,108.22264797021344,113.27337209302326,104.81614717271005
2000-09-27,VNINDEX,119.69,119.69,119.69,121.10088110004875,56600.0,False,0.0029748187874472,0.0517574692442881,1.5095,0,0.0,0.0,-0.0192482117917353,0.0382650148402773,-0.0575132266320126,0.3594470046082949,1,119.05,119.06454788899758,118.495,118.25059707588149,116.05475,116.80971674468184,113.41920454545452,112.67419121491446,113.41920454545452,108.449724248031,113.41920454545452,104.96414570830495
2000-09-28,VNINDEX,120.2,120.2,120.2,120.79388992025204,54700.0,False,0.0042610076029743,0.0483167626024769,1.5095,1,0.0,0.0105263157894736,0.0826766093874382,0.0863517640982634,-0.0036751547108252,0.3594470046082949,1,119.393,119.4430319259984,118.809,118.60503397117574,116.35175,117.13260086423595,113.5698888888889,112.96932097119232,113.5698888888889,108.68240297579275,113.5698888888889,105.11574624852084
2000-09-29,VNINDEX,120.71,120.71,120.71,121.00403586411132,52800.0,False,0.0042429284525788,0.0449272853185596,1.5095,1,0.0,0.0105263157894736,0.1744089484486944,0.1320341758933503,0.042374772555344,0.3594470046082949,1,119.783,119.86535461733229,119.076,118.9877550673256,116.71875,117.47330554383254,113.72510869565218,113.27287701153772,113.72510869565218,108.92057321389588,113.72510869565218,105.27091295251569
2000-10-02,VNINDEX,120.92,120.92,120.92,121.95438719601208,48600.0,False,0.0017397067351503,0.0313886045718185,1.5095,0,0.0,0.0,0.1569680536038249,0.1254324670986828,0.0315355865051421,0.3594470046082949,1,120.171,120.21690307822152,119.349,119.33907232781183,117.11058333333332,117.80156215870562,113.8781914893617,113.57276418755586,113.8781914893617,109.1581856255019,113.8781914893617,105.42662526144588
2000-10-03,VNINDEX,121.03,121.03,121.03,123.02788779911106,53500.0,False,0.0009096923585842,0.024809483488569,1.5095,0,0.0,0.0,0.1412712482434424,0.1191608437437486,0.0221104044996938,0.3594470046082949,1,120.51,120.48793538548102,119.632,119.64651372275516,117.52225,118.10903242930507,114.0271875,113.86520480765172,114.0271875,109.39327105866028,114.0271875,105.581882721531
2000-10-04,VNINDEX,121.14,121.14,121.14,125.16207585355927,58400.0,False,0.0009088655705196,0.0183254875588434,1.5095,0,0.0,0.0,0.1271441234190982,0.1132028015565612,0.013941321862537,0.3594470046082949,1,120.8,120.70529025698735,119.925,119.9180566822542,117.95375,118.39769600746652,114.1723469387755,114.15049089362616,114.1723469387755,109.6258795525482,114.1723469387755,105.7366898586302
2000-10-05,VNINDEX,121.675,121.675,121.675,126.24419367633524,49000.0,False,0.0044163777447581,0.0233389402859545,1.5095,0,0.0,0.0,0.1144297110771884,0.1075426614787331,0.0068870495984552,0.3594470046082949,1,121.095,121.02852683799156,120.244,120.23750092184434,118.415,118.7098201972316,114.3224,114.4455696821114,114.3224,109.86447599705218,114.3224,105.8952800092906
2000-10-06,VNINDEX,122.21,122.21,122.21,127.34367982288057,39600.0,False,0.0043969591123895,0.0283574554022214,1.5095,0,0.0,0.0,0.1029867399694695,0.1021655284047964,0.000821211564673,0.3594470046082949,1,121.395,121.42235122532772,120.589,120.59613711787264,118.906,119.0431706546381,114.7666,114.75005714555805,114.4770588235294,110.10894181889272,114.4770588235294,106.05761553158622
2000-10-09,VNINDEX,124.33,124.33,124.33,129.62475819977018,25900.0,False,0.017347189264381,0.0626495726495726,1.5095,1,0.0,0.0105263157894736,0.1926880659725226,0.1470572519845566,0.0456308139879659,0.3594470046082949,1,122.077,122.3915674835518,121.124,121.27502127825942,119.417,119.54667821133924,115.2222,115.12574117906556,114.66653846153848,110.3905469313899,114.66653846153848,106.23943030241622
2000-10-10,VNINDEX,125.39,125.39,125.39,130.81977211858194,39600.0,False,0.0085256977398857,0.0802498384665086,1.5095,1,0.0,0.0105263157894736,0.2734192593752704,0.1897043893853288,0.0837148699899416,0.3594470046082949,1,122.949,123.39104498903455,121.7295,122.02319922766678,119.93175,120.10318504835456,115.6807,115.5282611328277,114.8688679245283,110.68756580403566,114.8688679245283,106.4299832347305
2000-10-11,VNINDEX,126.45,126.45,126.45,130.74867870942387,53300.0,False,0.0084536246909641,0.0981328701693442,1.5095,1,0.0,0.0105263157894736,0.3460773334377434,0.2302191699160623,0.115858163521681,0.3594470046082949,1,124.011,124.41069665935638,122.4055,122.82807209536372,120.45025,120.70764361517794,116.1421,115.95656461781483,115.08333333333331,110.99969321385672,115.08333333333331,106.6291873816486
