DTYYYYMMDD,Ticker,Open,High,Low,Close,Volume,Outlier,daily_returns,monthly_returns,yearly_returns,Net_advances,A/D,Schultz,EMA19_net_adv,EMA39_net_adv,McClellan_Oscillator,TRIN,StockAboveMA50,MA5,EMA5,MA10,EMA10,MA20,EMA20,MA50,EMA50,MA100,EMA100,MA200,EMA200
2000-10-12,VNINDEX,127.51,127.51,127.51,131.817548791822,52600.0,False,0.0083827599841834,0.1159635918081567,1.5095,1,0.0,0.0105263157894736,0.411469600093969,0.2687082114202592,0.1427613886737098,0.3594470046082949,1,125.178,125.44379777290426,123.1365,123.6793317143885,120.97275000000002,121.35548708039909,116.6065,116.40964051515544,115.30927272727271,111.32662998189916,115.30927272727271,106.8369566614332
2000-10-13,VNINDEX,128.57,128.57,128.57,132.96726575132595,51900.0,False,0.0083130734844325,0.1340742700890886,1.5095,1,0.0,0.0105263157894736,0.4703226400845721,0.3052728008492462,0.1650498392353259,0.3594470046082949,1,126.45,126.4858651819362,123.9225,124.56854412995422,121.49925,122.0425835489325,117.0739,116.88651735769838,115.54607142857142,111.66808285354472,115.54607142857142,107.05320584888165
2000-10-16,VNINDEX,130.71,130.71,130.71,135.27387407628146,26600.0,False,0.016644629384771,0.15587324981577,1.5095,1,0.0,0.0105263157894736,0.523290376076115,0.3400091608067838,0.1832812152693311,0.3594470046082949,1,127.726,127.89391012129082,124.9015,125.68517246996254,122.12525,122.8680517823675,117.5497,117.42861471622,115.81210526315787,112.04515051981116,115.81210526315787,107.28859683545993
2000-10-17,VNINDEX,131.78,131.78,131.78,136.507537479832,26150.0,False,0.0081860607451609,0.1682969354886372,1.5095,1,0.0,0.0105263157894736,0.5709613384685035,0.3730087027664446,0.1979526357020589,0.3594470046082949,1,129.004,129.18927341419388,125.97650000000002,126.79332292996936,122.80425,123.71680875547536,118.0297,117.99141413911336,116.08741379310344,112.43593961842878,116.08741379310344,107.53229238933596
2000-10-18,VNINDEX,132.85,132.85,132.85,137.71423929865045,25700.0,False,0.0081195932614963,0.1807839303173051,1.5095,1,0.0,0.0105263157894736,0.6138652046216532,0.4043582676281223,0.2095069369935308,0.3594470046082949,1,130.284,130.40951560946257,127.1475,127.8945369427022,123.53625,124.58663649304911,118.5139,118.57410378071674,116.3715254237288,112.84017843786584,116.3715254237288,107.78420987799927
2000-10-19,VNINDEX,133.945,133.945,133.945,137.98411254036446,45800.0,False,0.0082423786225065,0.1911516229435303,1.5095,1,0.0,0.0105263157894736,0.6524786841594878,0.4341403542467161,0.2183383299127717,0.3594470046082949,1,131.571,131.5880104063084,128.3745,128.99462113493814,124.30925000000002,125.47790920799684,119.0028,119.1768840246102,116.66441666666668,113.25809569652196,116.66441666666668,108.04451624737244
2000-10-20,VNINDEX,135.04,135.04,135.04,137.99578731086456,65900.0,False,0.0081749972003433,0.2015303852655929,1.5095,1,0.0,0.0105263157894736,0.6872308157435391,0.4624333365343803,0.2247974792091587,0.3594470046082949,1,132.865,132.73867360420562,129.6575,130.09378092858574,125.12325,126.38858452152094,119.4964,119.79896700403724,116.9656557377049,113.68942053421458,116.9656557377049,108.31312802600556
2000-10-23,VNINDEX,136.55,136.55,136.55,138.12120693082815,39100.0,False,0.0111818720379148,0.1966523529927264,1.5095,1,0.0,0.0105263157894736,0.7185077341691851,0.4893116697076612,0.2291960644615238,0.3594470046082949,1,134.033,134.0091157361371,130.8795,131.26763894157014,126.00175,127.3563383766142,119.9858,120.45587025878088,117.28153225806452,114.14210527611132,117.28153225806452,108.59409192624432
2000-10-24,VNINDEX,136.815,136.815,136.815,139.2503474107957,42050.0,False,0.0019406810692053,0.1887136713150006,1.5095,1,0.0,0.0105263157894736,0.7466569607522666,0.5148460862222782,0.2318108745299884,0.3594470046082949,1,135.04000000000002,134.94441049075806,132.022,132.27625004310283,126.87575,128.25716329312712,120.46330000000002,121.09740475843654,117.59158730158732,114.59107348846555,117.59158730158732,108.87489698170458
2000-10-25,VNINDEX,137.08,137.08,137.08,140.4354246301959,45000.0,False,0.0019369221211125,0.180909717436251,1.5095,1,0.0,0.0105263157894736,0.7719912646770399,0.5391037819111643,0.2328874827658756,0.3594470046082949,1,135.88600000000002,135.65627366050538,133.08499999999998,133.14965912617504,127.74524999999998,129.09743345568643,120.9289,121.72417319928216,117.89609375,115.03639876592167,117.89609375,109.1555447729314
2000-10-26,VNINDEX,138.325,138.325,138.325,142.61217371196395,66600.0,False,0.0090822877152025,0.1816589783017255,1.5095,1,0.0,0.0105263157894736,0.7947921382093359,0.562148592815606,0.2326435453937299,0.3594470046082949,1,136.762,136.5458491070036,134.16649999999998,134.09063019414322,128.6515,129.97624931704962,121.4022,122.3751860149966,118.2103846153846,115.49755918639848,118.2103846153846,109.44578810852413
2000-10-27,VNINDEX,139.57,139.57,139.57,143.91332888780983,88200.0,False,0.0090005422013375,0.1823957980345645,1.5095,1,0.0,0.0105263157894736,0.8153129243884023,0.5840411631748258,0.2312717612135765,0.3594470046082949,1,137.668,137.55389940466907,135.2665,135.08687924975354,129.59449999999998,130.889939858283,121.8832,123.04949244578104,118.53401515151516,115.97424118270744,118.53401515151516,109.74553151042936
2000-10-30,VNINDEX,140.84,140.84,140.84,144.99274161102207,101200.0,False,0.0090993766568747,0.1916405787291648,1.5095,0,0.0,0.0,0.7337816319495621,0.5548391050160845,0.1789425269334776,0.3594470046082949,1,138.52599999999998,138.6492662697794,136.2795,136.1329012043438,130.5905,131.83756463368462,122.3552,123.74715940869156,118.86694029850746,116.46663244641618,118.86694029850746,110.054929206843
2000-10-31,VNINDEX,142.085,142.085,142.085,144.91541902194857,98550.0,False,0.0088398182334563,0.202072758037225,1.5095,1,0.0,0.0105263157894736,0.760403468754606,0.5770971497652803,0.1833063189893257,0.3594470046082949,1,139.57999999999998,139.7945108465196,137.31,137.2151009853722,131.64325000000002,132.813510859048,122.8349,124.4662904122723,119.20838235294116,116.97392685341784,119.20838235294116,110.37363637891424
