ticker,date,open,high,low,close,volume
VN30F1M,20250320,1378.1,1383.0,1371.5,1376.5,168731.0
VN30F1M,20250319,1385.9,1385.9,1376.6,1377.0,170296.0
VN30F1M,20250318,1394.6,1395.3,1385.6,1387.5,136687.0
VN30F1M,20250317,1387.1,1391.8,1386.0,1390.3,129550.0
VN30F1M,20250314,1383.6,1393.8,1382.2,1385.0,193169.0
VN30F1M,20250313,1390.0,1393.8,1384.1,1385.5,201319.0
VN30F1M,20250312,1394.9,1395.6,1387.1,1388.5,173729.0
VN30F1M,20250311,1379.0,1392.0,1375.5,1392.0,189794.0
VN30F1M,20250310,1386.8,1394.9,1385.6,1389.4,149946.0
VN30F1M,20250307,1374.8,1387.0,1373.2,1385.2,178116.0
VN30F1M,20250306,1367.0,1377.0,1367.0,1375.4,190645.0
VN30F1M,20250305,1365.0,1374.8,1364.5,1365.2,168137.0
VN30F1M,20250304,1355.4,1370.0,1351.4,1367.0,200190.0
VN30F1M,20250303,1363.0,1365.8,1356.1,1361.0,158067.0
VN30F1M,20250228,1358.0,1361.4,1346.6,1357.0,203877.0
VN30F1M,20250227,1363.5,1364.0,1350.7,1364.0,170339.0
VN30F1M,20250226,1362.5,1363.9,1359.1,1361.9,121657.0
VN30F1M,20250225,1367.0,1367.0,1357.6,1359.8,157253.0
VN30F1M,20250224,1350.1,1366.8,1350.1,1366.3,170128.0
VN30F1M,20250221,1345.0,1356.4,1344.3,1353.8,166983.0
VN30F1M,20250220,1345.0,1352.9,1344.5,1350.0,126860.0
VN30F1M,20250219,1337.3,1347.3,1335.4,1344.5,177765.0
VN30F1M,20250218,1335.2,1348.4,1331.3,1338.9,202864.0
VN30F1M,20250217,1342.0,1342.1,1335.3,1335.3,120605.0
VN30F1M,20250214,1345.5,1350.6,1340.1,1341.8,163646.0
VN30F1M,20250213,1331.9,1338.5,1326.2,1337.5,181417.0
VN30F1M,20250212,1337.5,1342.0,1329.5,1329.5,139180.0
VN30F1M,20250211,1333.0,1334.2,1327.6,1334.1,143632.0
VN30F1M,20250210,1333.3,1337.7,1325.1,1330.5,185266.0
VN30F1M,20250207,1338.6,1347.5,1334.9,1343.3,170155.0
VN30F1M,20250206,1335.5,1344.9,1335.3,1339.9,158566.0
VN30F1M,20250205,1331.5,1338.0,1329.4,1333.5,160904.0
VN30F1M,20250204,1325.4,1331.1,1320.5,1328.5,172016.0
VN30F1M,20250203,1331.0,1332.3,1313.5,1318.0,177185.0
VN30F1M,20250124,1340.1,1346.5,1337.5,1343.9,156520.0
VN30F1M,20250123,1320.2,1348.0,1320.2,1339.0,234042.0
